Unnamed: 0,Stream start time,Stream URL,Stream length,Avg viewers,Peak viewers,Followers gained,Followers per hour,Views,Views per hour,Games
39,Friday 6th November 2020 23:59,https://sullygnome.com/channel/ranboolive/stream/40373318478,135,2608,3175,1473,654,5591,2123,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
40,Wednesday 4th November 2020 23:00,https://sullygnome.com/channel/ranboolive/stream/40347352110,149,3192,4121,2115,846,9698,3507,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
41,Saturday 31st October 2020 22:00,https://sullygnome.com/channel/ranboolive/stream/40297711758,194,1565,2076,1918,590,7256,2036,Phasmophobia|Phasmophobia|https://static-cdn.jtvnw.net/ttv-boxart/Phasmophobia-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
42,Friday 30th October 2020 22:00,https://sullygnome.com/channel/ranboolive/stream/40283273806,149,2259,3447,1602,640,5941,2288,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
43,Sunday 25th October 2020 20:19,https://sullygnome.com/channel/ranboolive/stream/40219508062,160,2816,3916,2692,978,8534,2760,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
44,Saturday 24th October 2020 16:18,https://sullygnome.com/channel/ranboolive/stream/40203427726,146,2818,3234,2900,1054,10342,2997,Phasmophobia|Phasmophobia|https://static-cdn.jtvnw.net/ttv-boxart/Phasmophobia-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
45,Friday 23rd October 2020 20:00,https://sullygnome.com/channel/ranboolive/stream/40191051214,239,3404,4504,4328,1082,13400,3228,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
46,Saturday 17th October 2020 18:29,https://sullygnome.com/channel/ranboolive/stream/40123107630,285,1597,3225,3213,676,9549,1912,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
47,Saturday 17th October 2020 02:58,https://sullygnome.com/channel/ranboolive/stream/40115677326,181,1893,2356,1845,615,5886,1962,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
48,Friday 16th October 2020 03:31,https://sullygnome.com/channel/ranboolive/stream/40102873582,223,1750,2378,2420,645,5951,1487,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
49,Monday 12th October 2020 02:29,https://sullygnome.com/channel/ranboolive/stream/40053892350,150,1593,2257,2394,957,5605,2026,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Among Us|among_Us|https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
50,Sunday 11th October 2020 00:30,https://sullygnome.com/channel/ranboolive/stream/40038954158,314,1113,1594,2726,519,6810,1245,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
51,Friday 9th October 2020 22:01,https://sullygnome.com/channel/ranboolive/stream/40022772238,238,1551,2333,2982,745,6475,1481,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
52,Wednesday 7th October 2020 22:00,https://sullygnome.com/channel/ranboolive/stream/39997838878,89,1363,1678,646,430,2057,1116,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
53,Sunday 4th October 2020 02:14,https://sullygnome.com/channel/ranboolive/stream/39954246942,240,774,924,687,171,2571,575,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
54,Friday 2nd October 2020 21:59,https://sullygnome.com/channel/ranboolive/stream/39936762542,165,791,1019,782,284,2185,757,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
55,Monday 28th September 2020 03:30,https://sullygnome.com/channel/ranboolive/stream/39883212094,119,802,876,409,204,1250,560,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
56,Saturday 26th September 2020 23:59,https://sullygnome.com/channel/ranboolive/stream/39867678734,240,963,1113,869,217,2454,613,Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
57,Friday 25th September 2020 20:29,https://sullygnome.com/channel/ranboolive/stream/39851107406,180,580,660,432,144,1395,419,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
58,Friday 25th September 2020 03:41,https://sullygnome.com/channel/ranboolive/stream/39844776254,213,1151,3270,1750,466,4721,1233,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
59,Thursday 24th September 2020 00:33,https://sullygnome.com/channel/ranboolive/stream/39829598222,176,178,285,214,71,436,136,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
60,Sunday 20th September 2020 01:59,https://sullygnome.com/channel/ranboolive/stream/39780758910,225,180,265,201,53,521,126,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
61,Friday 18th September 2020 21:54,https://sullygnome.com/channel/ranboolive/stream/39759227118,95,159,213,36,20,227,110,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
62,Saturday 12th September 2020 18:57,https://sullygnome.com/channel/ranboolive/stream/39656433086,152,11,15,1,0,54,13,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
63,Saturday 12th September 2020 05:27,https://sullygnome.com/channel/ranboolive/stream/39651058798,137,19,31,20,8,64,18,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
64,Sunday 7th June 2020 02:28,https://sullygnome.com/channel/ranboolive/stream/38526555776,91,3,5,2,1,13,8,Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
