Unnamed: 0,Stream start time,Stream URL,Stream length,Avg viewers,Peak viewers,Followers gained,Followers per hour,Views,Views per hour,Games
6,Saturday 27th April 2019 23:42,https://sullygnome.com/channel/karljacobs/stream/33892280656,227,62,80,16,4,220,49,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
7,Friday 26th April 2019 23:26,https://sullygnome.com/channel/karljacobs/stream/33875564016,303,55,67,18,3,315,54,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
8,Friday 26th April 2019 00:46,https://sullygnome.com/channel/karljacobs/stream/33862342928,178,51,69,21,7,225,64,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
9,Saturday 20th April 2019 23:19,https://sullygnome.com/channel/karljacobs/stream/33788306496,310,62,90,42,7,508,87,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
10,Wednesday 10th April 2019 00:41,https://sullygnome.com/channel/karljacobs/stream/33617614160,138,57,70,10,4,272,92,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
11,Sunday 7th April 2019 22:40,https://sullygnome.com/channel/karljacobs/stream/33588378576,109,52,59,2,1,147,57,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
12,Saturday 6th April 2019 23:48,https://sullygnome.com/channel/karljacobs/stream/33571715824,191,59,80,18,5,303,86,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
13,Friday 5th April 2019 23:26,https://sullygnome.com/channel/karljacobs/stream/33553291552,198,62,78,15,4,264,70,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
14,Thursday 4th April 2019 00:38,https://sullygnome.com/channel/karljacobs/stream/33525248448,141,56,69,11,5,161,66,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
15,Wednesday 27th March 2019 00:34,https://sullygnome.com/channel/karljacobs/stream/33398547152,145,60,70,7,2,238,80,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
16,Saturday 23rd March 2019 23:24,https://sullygnome.com/channel/karljacobs/stream/33348094688,185,79,104,23,7,386,106,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
17,Thursday 21st March 2019 00:16,https://sullygnome.com/channel/karljacobs/stream/33298496432,178,62,77,26,8,269,89,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
18,Wednesday 20th March 2019 00:27,https://sullygnome.com/channel/karljacobs/stream/33283850592,152,47,71,12,4,208,75,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
19,Sunday 17th March 2019 23:16,https://sullygnome.com/channel/karljacobs/stream/33253437968,103,70,83,4,2,151,86,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
20,Saturday 16th March 2019 00:20,https://sullygnome.com/channel/karljacobs/stream/33216399984,219,65,81,24,6,336,84,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
21,Sunday 10th March 2019 00:39,https://sullygnome.com/channel/karljacobs/stream/33121693008,200,74,99,34,9,410,103,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
22,Saturday 9th March 2019 00:56,https://sullygnome.com/channel/karljacobs/stream/33102076352,243,58,80,17,4,293,60,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
23,Thursday 7th March 2019 03:19,https://sullygnome.com/channel/karljacobs/stream/33071773968,55,54,80,8,3,176,91,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
24,Wednesday 6th March 2019 01:31,https://sullygnome.com/channel/karljacobs/stream/33056418272,178,58,71,12,4,170,46,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
25,Sunday 3rd March 2019 02:00,https://sullygnome.com/channel/karljacobs/stream/33007194128,164,76,93,26,9,368,112,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
26,Saturday 2nd March 2019 02:14,https://sullygnome.com/channel/karljacobs/stream/32988376832,165,64,73,8,3,180,49,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
27,Wednesday 27th February 2019 01:30,https://sullygnome.com/channel/karljacobs/stream/32941878992,150,58,75,13,4,204,74,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
28,Saturday 23rd February 2019 18:30,https://sullygnome.com/channel/karljacobs/stream/32885650800,30,160,209,26,34,289,94,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
29,Friday 22nd February 2019 22:56,https://sullygnome.com/channel/karljacobs/stream/32871798544,303,59,75,38,7,625,106,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
30,Wednesday 20th February 2019 01:45,https://sullygnome.com/channel/karljacobs/stream/32826168112,135,68,79,22,9,246,94,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
31,Sunday 17th February 2019 00:41,https://sullygnome.com/channel/karljacobs/stream/32772652416,243,61,75,21,4,416,92,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
32,Saturday 16th February 2019 01:28,https://sullygnome.com/channel/karljacobs/stream/32753819120,226,62,81,35,9,398,93,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
33,Thursday 14th February 2019 01:22,https://sullygnome.com/channel/karljacobs/stream/32722909296,157,56,75,21,7,305,92,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
34,Wednesday 13th February 2019 01:06,https://sullygnome.com/channel/karljacobs/stream/32706121792,173,60,73,14,4,318,96,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
35,Sunday 10th February 2019 00:57,https://sullygnome.com/channel/karljacobs/stream/32651004272,227,67,78,30,8,403,95,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
36,Saturday 9th February 2019 00:38,https://sullygnome.com/channel/karljacobs/stream/32628043904,261,61,73,36,8,486,99,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
37,Thursday 7th February 2019 01:30,https://sullygnome.com/channel/karljacobs/stream/32594809760,89,67,74,9,6,165,80,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
38,Wednesday 6th February 2019 01:24,https://sullygnome.com/channel/karljacobs/stream/32578592928,125,65,77,13,5,349,138,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
39,Sunday 3rd February 2019 00:45,https://sullygnome.com/channel/karljacobs/stream/32527375520,254,65,76,23,5,352,72,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
40,Saturday 2nd February 2019 00:21,https://sullygnome.com/channel/karljacobs/stream/32505144800,233,76,98,23,5,566,125,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
41,Thursday 31st January 2019 01:18,https://sullygnome.com/channel/karljacobs/stream/32472491152,161,76,181,18,6,253,77,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
42,Sunday 27th January 2019 00:28,https://sullygnome.com/channel/karljacobs/stream/32399642352,256,78,104,48,10,675,135,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
43,Saturday 26th January 2019 03:05,https://sullygnome.com/channel/karljacobs/stream/32380795632,129,66,81,10,5,307,127,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
44,Saturday 26th January 2019 00:44,https://sullygnome.com/channel/karljacobs/stream/32378288512,135,65,76,27,12,401,178,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
45,Thursday 24th January 2019 01:15,https://sullygnome.com/channel/karljacobs/stream/32344296288,104,57,74,4,2,210,82,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
46,Wednesday 23rd January 2019 01:34,https://sullygnome.com/channel/karljacobs/stream/32328530720,145,66,85,14,5,0,82,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
47,Sunday 20th January 2019 00:23,https://sullygnome.com/channel/karljacobs/stream/32272734640,231,73,94,34,9,483,118,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
48,Saturday 19th January 2019 00:04,https://sullygnome.com/channel/karljacobs/stream/32250378128,235,67,82,30,7,321,102,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
49,Wednesday 16th January 2019 02:00,https://sullygnome.com/channel/karljacobs/stream/32203648512,150,76,157,17,6,188,68,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
50,Sunday 13th January 2019 23:39,https://sullygnome.com/channel/karljacobs/stream/32170767808,140,85,183,18,7,318,127,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
51,Saturday 12th January 2019 20:14,https://sullygnome.com/channel/karljacobs/stream/32146827424,465,75,94,101,13,883,155,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
52,Sunday 6th January 2019 20:00,https://sullygnome.com/channel/karljacobs/stream/32049965984,59,128,137,13,13,340,340,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
53,Sunday 6th January 2019 01:16,https://sullygnome.com/channel/karljacobs/stream/32036171392,193,82,115,61,18,474,145,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
54,Saturday 5th January 2019 00:15,https://sullygnome.com/channel/karljacobs/stream/32015766048,284,67,90,34,7,525,103,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
55,Tuesday 1st January 2019 01:00,https://sullygnome.com/channel/karljacobs/stream/31946842800,300,62,80,19,3,448,85,ROBLOX|ROBLOX|https://static-cdn.jtvnw.net/ttv-boxart/ROBLOX-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
